"Sample_ID"	"sampling_id"	"capture_method"	"capture_depth"	"capture_time"	"death_time"	"death_method"	"body_storage"	"picture_identification"	"taxonomy"	"body_quality"	"body_mass"	"standard_length"	"body_width"	"mouth_depth"	"mouth_width"	"picture_morphometrics"	"picture_gut"	"gut_state"	"gut_fullness"	"barcoding_time"	"barcoding_id"	"barcoding_field_storage"	"skin_id"	"transcripto_id"	"bt_freezer_temp"	"bt_freezer_time"	"abundance_id"	"abundance_volume"	"abundance_formol"	"stomach_barcoding_id"	"stomach_nut_id"	"feces_nut_id"	"genetic_id"	"otolith_id"	"sex_state"	"gonads_nut_id"	"body_nut_id"	"muscle_isotope_id"	"liver_isotope_id"	"stomach_isotope_id"	"nicx_field_storage"	"nicx_freezer_time"	"comments"	"country"	"country_Season"	"X"	"date"	"region"	"site"	"type"	"subtype"	"Capture_method"	"Capture_depth"	"Capture_time"	"Death_time"	"Death_method"	"Body_storage"	"Taxonomy"	"Ouverture.opercule"	"gut_metabarcod_time"	"sequencing"	"gut_metabarcod_fieldStorage"	"gut_metabarcod_labTemp"	"gut_metabarcod_labTime"	"fish_genetic"	"genetic_sent"	"otolith"	"reproduction"	"isotope_liver"	"Blood"	"Scale"	"Brain"	"Hypothalamus"	"Hypophyse"	"Notes"	"sampling_time"	"sampling_depth"	"sample_type"	"sample_taxonomy"	"sample_pic_uw"	"sample_storage"	"sample_pic_lab"	"swab_area"	"swab_time"	"nutrient_id"	"isotope_id"	"bni_storage"	"bni_freezer"	"notes.x"	"water_time"	"water_depth"	"water_volume"	"water_storage"	"filtering_time"	"filtering_volume"	"filter_type"	"chlorophyll_id"	"isotop_id"	"snbc_storage"	"snbc_freezer"	"sampling_rank"	"spot_name"	"spot_longitude"	"spot_latitude"	"way_point"	"gps_device"	"gps_precision"	"sampling_date"	"sampling_start"	"sampling_method"	"weather"	"wind_speed"	"wave_height"	"water_temperature"	"visibility_horizontal"	"current_speed"	"depth_min"	"depth_max"	"habitat_type"	"pictures_habitat"	"videos_habitat"	"sampling_area"	"tasks_done"	"type_of_storage"	"sampling_end"	"notes.y"
"G_F919"	"G116_exo"	"gillnet"	"unknown"	"unknown"	"unknown"	"unknown"	"ice_air"	"yes"	"Sarpa_salpa"	"good"	"330"	"215.0"	"34.5"	"17.4"	"15.7"	1	1	"not_fresh"	"full_of_mucus"	"0.7131944444444445"	"G_F919_B"	"ice"	NA	NA	"-20 than -80°C"	"0.7604166666666666"	"G_F919_C"	"500.0"	200	NA	NA	"G_F919_NF"	"G_F919_X"	"G_F919_O"	"immature"	NA	"G_F919_NB"	"G_F919_IM"	"G_F919_IL"	NA	"ice"	"0.7604166666666666"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F920"	"G116_exo"	"gillnet"	"unknown"	"unknown"	"unknown"	"unknown"	"ice_air"	"yes"	"Sarpa_salpa"	"good"	"237"	"218.0"	"40.0"	"20.4"	"19.9"	1	1	"not_fresh"	"full_of_mucus"	NA	"G_F920_B"	"ice"	NA	NA	"-20 than -80°C"	"0.7604166666666666"	NA	NA	NA	NA	NA	NA	"G_F920_X"	"G_F920_O"	"immature"	NA	"G_F920_NB"	"G_F920_IM"	"G_F920_IL"	NA	"ice"	"0.7604166666666666"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F923"	"G116_exo"	"gillnet"	"unknown"	"unknown"	"unknown"	"unknown"	"ice_air"	"yes"	"Sarpa_salpa"	"good"	"84"	"156.0"	"23.0"	"13.1"	"11.0"	1	1	"not_fresh"	"full_of_mucus"	"0.7236111111111111"	"G_F923_B"	"ice"	NA	NA	"-20 than -80°C"	"0.7604166666666666"	"G_F923_C"	"300.0"	200	NA	NA	"G_F923_NF"	"G_F923_X"	"G_F923_O"	"immature"	NA	"G_F923_NB"	"G_F923_IM"	"G_F923_IL"	NA	"ice"	"0.7604166666666666"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F924"	"G116_exo"	"gillnet"	"unknown"	"unknown"	"unknown"	"unknown"	"ice_air"	"yes"	"Sarpa_salpa"	"good"	"99"	"168.0"	"24.0"	"13.8"	"11.6"	1	1	"not_fresh"	NA	"0.7284722222222222"	"G_F924_B"	"ice"	NA	NA	"-20 than -80°C"	"0.7604166666666666"	"G_F924_C"	"500.0"	200	NA	NA	"G_F924_NF"	"G_F924_X"	"G_F924_O"	"immature"	NA	"G_F924_NB"	"G_F924_IM"	"G_F924_IL"	NA	"ice"	"0.7604166666666666"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F935"	"G117_exo"	"gillnet"	"0.5-3m"	"0.4166666666666667"	"around_11:00"	"ice"	"ice"	"yes"	"Sarpa_salpa"	"good"	"24"	"95.0"	"13.9"	"8.1"	"7.3"	1	1	"good"	"full"	"11:35"	"G_F935_B"	"ice"	NA	NA	"-20 than -80°C"	"0.5625"	NA	NA	NA	NA	"G_F935_NS"	NA	"G_F935_X"	"G_F935_O"	"immature"	NA	"G_F935_NB"	"G_F935_IM"	"G_F935_IL"	NA	"ice"	"0.48194444444444445"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F936"	"G117_exo"	"gillnet"	"0.5-3m"	"0.4166666666666667"	"around_11:00"	"ice"	"ice"	"yes"	"Sarpa_salpa"	"pectoral_damaged"	"26"	"100.0"	"13.8"	"8.5"	"7.4"	1	1	"good"	NA	"11:41"	"G_F936_B"	"ice"	NA	NA	"-20 than -80°C"	"0.5625"	NA	NA	NA	NA	"G_F936_NS"	NA	"G_F936_X"	"G_F936_O"	"immature"	NA	"G_F936_NB"	"G_F936_IM"	"G_F936_IL"	NA	"ice"	"0.5625"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F937"	"G117_exo"	"gillnet"	"0.5-3m"	"0.4166666666666667"	"around_11:00"	"ice"	"ice"	"yes"	"Sarpa_salpa"	NA	"21"	"96.0"	"13.9"	"8.2"	"7.5"	1	1	"good"	NA	"11:45"	"G_F937_B"	"ice"	NA	NA	"-20 than -80°C"	"0.5625"	NA	NA	NA	NA	NA	NA	"G_F937_X"	"G_F937_O"	"immature"	NA	"G_F937_NB"	"G_F937_IM"	"G_F937_IL"	NA	"ice"	"0.5625"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F938"	"G117_exo"	"gillnet"	"0.5-3m"	"0.4166666666666667"	"around_11:00"	"ice"	"ice"	"yes"	"Sarpa_salpa"	NA	"25"	"100.0"	"14.4"	"8.4"	"8.0"	1	1	"good"	"full"	"11:48"	"G_F938_B"	"ice"	NA	NA	"-20 than -80°C"	"0.5625"	NA	NA	NA	NA	NA	"G_F938_NF"	"G_F938_X"	"G_F938_O"	"immature"	NA	"G_F938_NB"	"G_F938_IM"	"G_F938_IL"	NA	"ice"	"0.5625"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F940"	"G117_exo"	"speargun"	"0.5-3m"	"0.4166666666666667"	"around_11:00"	"speargun"	"ice"	"yes"	"Sarpa_salpa"	NA	"86"	"150.0"	"21.7"	"11.4"	"10.5"	1	1	"good"	"full"	"12:04"	"G_F940_B"	"ice"	"G_F940_K"	NA	"-20 than -80°C"	"0.5625"	"G_F940_C"	"300.0"	200	NA	"G_F940_NS"	"G_F940_NF"	"G_F940_X"	"G_F940_O"	"immature"	NA	"G_F940_NB"	"G_F940_IM"	"G_F940_IL"	NA	"ice"	"0.5625"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F949"	"G117_exo"	"speargun"	"0.5-3m"	"0.4166666666666667"	"around_11:00"	"speargun"	"ice"	"yes"	"Sarpa_salpa"	NA	"20"	"97.0"	"13.6"	"8.4"	"7.5"	1	1	"good"	"full"	"13:06"	"G_F949_B"	"ice"	NA	NA	"-20 than -80°C"	"0.5625"	NA	NA	NA	NA	"G_F949_NS"	NA	"G_F949_X"	"G_F949_O"	"immature"	NA	"G_F949_NB"	"G_F949_IM"	"G_F949_IL"	NA	"ice"	"0.5625"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F950"	"G117_exo"	"speargun"	"0.5-3m"	"0.4166666666666667"	"around_11:00"	"speargun"	"ice"	"yes"	"Sarpa_salpa"	NA	"28"	"108.0"	"14.6"	"8.8"	"7.8"	1	2	"good"	"half_full"	"13:09"	"G_F950_B"	"ice"	NA	NA	"-20 than -80°C"	"0.5625"	NA	NA	NA	NA	"G_F950_NS"	"G_F950_NF"	"G_F950_X"	"G_F950_O"	"immature"	NA	"G_F950_NB"	"G_F950_IM"	"G_F950_IL"	NA	"ice"	"0.5625"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F951"	"G117_exo"	"gillnet"	"0.5-3m"	"0.4166666666666667"	"around_11:00"	"ice"	"ice"	"yes"	"Sarpa_salpa"	NA	"16"	"87.0"	"12.1"	"7.2"	"7.0"	1	1	"good"	"almost_full"	"13:23"	"G_F951_B"	"ice"	NA	NA	"-20 than -80°C"	"0.5625"	NA	NA	NA	NA	"G_F951_NS"	NA	"G_F951_X"	"G_F951_O"	"immature"	NA	"G_F951_NB"	"G_F951_IM"	"G_F951_IL"	NA	"ice"	"0.5625"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F961"	"G117_exo"	"gillnet"	"0.5"	"0.6666666666666666"	"0.6666666666666666"	"ice"	"ice"	"yes"	"Sarpa_salpa"	"good"	"23"	"114.0"	"12.1"	"8.8"	"7.4"	1	1	NA	"full"	"18:43"	"G_F961_B"	"ice"	NA	NA	"-20 than -80°C"	"0.8125"	NA	NA	NA	NA	"G_F961_NS"	NA	"G_F961_X"	"G_F961_O"	"immature"	NA	"G_F961_NB"	"G_F961_IM"	"G_F961_IL"	NA	"ice"	"0.8125"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F966"	"G119_exo"	"gillnet"	NA	"0.4166666666666667"	"0.4166666666666667"	"ice"	"ice"	"yes"	"Sarpa_salpa"	"good"	"23"	"97.0"	"13.8"	"7.5"	"7.5"	1	1	"good"	"full"	"12:47"	"G_F966_B"	"ice"	NA	NA	"-20 than -80°C"	"0.8125"	"G_F966_C"	"200.0"	200	NA	"G_F966_NS"	"G_F966_NF"	"G_F966_X"	"G_F966_O"	"immature"	NA	"G_F966_NB"	"G_F966_IM"	"G_F966_IL"	NA	"ice"	"0.8125"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F981"	"G122_exo"	"gillnet"	"unknown"	"night"	"night"	"freezer_air"	"ice"	"yes"	"Sarpa_salpa"	"good"	"675"	"286.0"	"43.0"	NA	NA	1	1	"good"	"full"	"09:44"	"G_F981_B"	"ice"	NA	NA	"-20 than -80°C"	"0.4444444444444444"	"G_F981_C"	"500.0"	200	NA	NA	"G_F981_NF"	"G_F981_X"	"G_F981_O"	"female_no_vascularized"	"G_F981_NR"	"G_F981_NB"	"G_F981_IM"	"G_F981_IL"	NA	"ice"	"0.4444444444444444"	"doubt about NS sample ; formol used for abundance not filtered ;"	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F982"	"G122_exo"	"gillnet"	"unknown"	"night"	"night"	"freezer_air"	"ice"	"yes"	"Sarpa_salpa"	"good"	"756"	"293.0"	"44.0"	NA	NA	1	1	"good"	"full_peanuts_in_gut"	"09:56"	"G_F982_B"	"ice"	NA	NA	"-20 than -80°C"	"0.4444444444444444"	"G_F982_C"	"500.0"	200	NA	"G_F982_NS"	NA	"G_F982_X"	"G_F982_O"	"vascularized_female"	NA	"G_F982_NB"	"G_F982_IM"	"G_F982_IL"	NA	"ice"	"0.4444444444444444"	"pasteque_graines_courge_maïs_cacahuètes_in_gut"	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F983"	"G122_exo"	"gillnet"	"unknown"	"night"	"night"	"freezer_air"	"ice"	"yes"	"Sarpa_salpa"	"good"	"334"	"233.0"	"34.0"	NA	NA	1	1	"good"	"full"	"10:07"	"G_F983_B"	"ice"	NA	NA	"-20 than -80°C"	"0.4444444444444444"	"G_F983_C"	"500.0"	200	NA	"G_F983_NS"	NA	"G_F983_X"	"G_F983_O"	"male"	NA	"G_F983_NB"	"G_F983_IM"	"G_F983_IL"	NA	"ice"	"0.4444444444444444"	"pompom-rose-in-stomach ; some_parts_of_gut_have_been_digested"	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F984"	"G122_exo"	"gillnet"	"unknown"	"night"	"night"	"freezer_air"	"ice"	"yes"	"Sarpa_salpa"	"good"	"418"	"232.0"	"44.0"	NA	NA	1	1	"not_fresh"	"full"	"10:15"	"G_F984_B"	"ice"	NA	NA	"-20 than -80°C"	"0.4444444444444444"	"G_F984_C"	"500.0"	200	NA	"G_F984_NS"	"G_F984_NF"	"G_F984_X"	"G_F984_O"	"male"	NA	"G_F984_NB"	"G_F984_IM"	"G_F984_IL"	NA	"ice"	"0.4444444444444444"	"poisson_with_dry_eyes"	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F986"	"G122_exo"	"gillnet"	"unknown"	"night"	"night"	"freezer_air"	"ice"	"yes"	"Sarpa_salpa"	"not_fresh"	"257"	"206.0"	"31.7"	NA	NA	1	1	"not_fresh"	"full"	"10:35"	"G_F986_B"	"ice"	NA	NA	"-20 than -80°C"	"0.4444444444444444"	"G_F986_C"	"500.0"	200	NA	"G_F986_NS"	"G_F986_NF"	"G_F986_X"	"G_F986_O"	"immature"	NA	"G_F986_NB"	"G_F986_IM"	"G_F986_IL"	NA	"ice"	"0.4444444444444444"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F989"	"G121_exo"	"gillnet"	"1-2.5m"	"0.4583333333333333"	"0.4583333333333333"	"ice"	"ice"	"yes"	"Sarpa_salpa"	"good"	"19"	"110.0"	"12.6"	"7.9"	"6.3"	1	1	"good"	"full"	"16:48"	"G_F989_B"	"ice"	NA	NA	"-20 than -80°C"	"0.8125"	"G_F989_C"	"200.0"	200	NA	"G_F989_NS"	"G_F989_NF"	"G_F989_X"	"G_F989_O"	"immature"	NA	"G_F989_NB"	"G_F989_IM"	"G_F989_IL"	NA	"ice"	"0.7097222222222223"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F991"	"G121_exo"	"gillnet"	"1-2.5m"	"0.4583333333333333"	"0.4583333333333333"	"ice"	"ice"	"yes"	"Sarpa_salpa"	"good"	"17"	"105.0"	"11.8"	"6.3"	"5.5"	1	1	NA	NA	"17:00"	"G_F991_B"	"ice"	NA	NA	"-20 than -80°C"	"0.8125"	"G_F991_C"	"200.0"	200	NA	"G_F991_NS"	"G_F991_NF"	"G_F991_X"	"G_F991_O"	"immature"	NA	"G_F991_NB"	"G_F991_IM"	"G_F991_IL"	NA	"ice"	"0.7097222222222223"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F994"	"G121_exo"	"gillnet"	"1-2.5m"	"0.4583333333333333"	"0.4583333333333333"	"ice"	"ice"	"yes"	"Sarpa_salpa"	"good"	"10"	"74.0"	"10.8"	"6.8"	"5.7"	1	1	NA	"full"	"17:22"	"G_F994_B"	"ice"	NA	NA	"-20 than -80°C"	"0.8125"	NA	NA	NA	NA	"G_F994_NS"	NA	"G_F994_X"	"G_F994_O"	"immature"	NA	"G_F994_NB"	"G_F994_IM"	"G_F994_IL"	NA	"ice"	"0.8125"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F995"	"G121_exo"	"gillnet"	"1-2.5m"	"0.4583333333333333"	"0.4583333333333333"	"ice"	"ice"	"yes"	"Sarpa_salpa"	"good"	"14"	"83.0"	"11.2"	"7.3"	"6.1"	1	1	NA	"full"	"17:29"	"G_F995_B"	"ice"	NA	NA	"-20 than -80°C"	"0.8125"	NA	NA	NA	NA	"G_F995_NS"	NA	"G_F995_X"	"G_F995_O"	"immature"	NA	"G_F995_NB"	"G_F995_IM"	"G_F995_IL"	NA	"ice"	"0.8125"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G_F996"	"G121_exo"	"gillnet"	"1-2.5m"	"0.4583333333333333"	"0.4583333333333333"	"ice"	"ice"	"yes"	"Sarpa_salpa"	"good"	"17"	"85.0"	"12.5"	"7.5"	"6.1"	1	1	NA	"full"	"17:32"	"G_F996_B"	"ice"	NA	NA	"-20 than -80°C"	"0.8125"	NA	NA	NA	NA	"G_F996_NS"	"G_F996_NF"	"G_F996_X"	"G_F996_O"	"immature"	NA	"G_F996_NB"	"G_F996_IM"	"G_F996_IL"	NA	"ice"	"0.8125"	NA	"Greece"	"Greece_Autumn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
